Rank,Name,Genre,ESRB_Rating,Publisher,Developer,VGChartz_Score,Critic_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,status,Vgchartzscore,img_url,serial,Platform,url
14533.0,Dragon Quest X: All in One Package,Role-Playing,,Square Enix,Square Enix,,,,,,0.06,,2017.0,13th Jan 18,1.0,,/games/boxart/full_8474368JapanFrontccc.jpg,9758978193,PS4,http://www.vgchartz.com/game/198594/dragon-quest-x-all-in-one-package/?region=All
15740.0,Dragon Quest X: All in One Package,MMO,,Square Enix,Square Enix,,,,,,0.04,,2017.0,15th Sep 18,1.0,,/games/boxart/full_8583361JapanFrontccc.jpg,3894841944,NS,http://www.vgchartz.com/game/207569/dragon-quest-x-all-in-one-package/?region=All
18103.0,Dragon Quest X: All in One Package,MMO,,Square Enix,Square Enix,,,,,,0.02,,2015.0,15th Sep 18,1.0,,/games/boxart/full_9866955JapanFrontccc.jpg,4446205309,WiiU,http://www.vgchartz.com/game/86318/dragon-quest-x-all-in-one-package/?region=All
14540.0,R.B.I. Baseball 2016,Sports,E,MLB.com,MLB.com,,,,0.05,,,0.01,2016.0,27th Jun 18,1.0,,/games/boxart/full_5829470AmericaFrontccc.jpg,9321804378,XOne,http://www.vgchartz.com/game/97958/rbi-baseball-2016/?region=All
15636.0,R.B.I. Baseball 2016,Sports,E,MLB.com,MLB.com,,,,0.04,,,0.01,2016.0,27th Jun 18,1.0,,/games/boxart/full_6173428AmericaFrontccc.jpg,4319416024,PS4,http://www.vgchartz.com/game/97957/rbi-baseball-2016/?region=All
42203.0,R.B.I. Baseball 2016,Sports,E,MLB.com,MLB.com,,,,,,,,2016.0,27th Jun 18,1.0,,/games/boxart/full_8696757AmericaFrontccc.jpg,3420077994,PC,http://www.vgchartz.com/game/97956/rbi-baseball-2016/?region=All
14551.0,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,Role-Playing,,Aquaplus,Aqua Plus,,,,,,0.06,,2017.0,23rd Mar 19,1.0,,/games/boxart/full_5939875JapanFrontccc.jpg,4802043179,PSV,http://www.vgchartz.com/game/177912/dungeon-travelers-2-2-the-maiden-who-fell-into-darkness-and-the-book-of-beginnings/?region=All
14553.0,Shadows Awakening,Role-Playing,,Kalypso Media,Games Farm,,,,0.05,,,0.01,2018.0,08th Jun 18,1.0,,/games/boxart/full_4334387AmericaFrontccc.jpg,2101193143,PS4,http://www.vgchartz.com/game/222095/shadows-awakening/?region=All
15983.0,Shadows Awakening,Role-Playing,,Kalypso Media,Games Farm,,,,0.03,,,0.0,2018.0,08th Jun 18,1.0,,/games/boxart/full_3480778AmericaFrontccc.jpg,1439109347,XOne,http://www.vgchartz.com/game/222094/shadows-awakening/?region=All
54881.0,Shadows Awakening,Role-Playing,,Kalypso Media,Games Farm,,,,,,,,2018.0,08th Jun 18,1.0,,/games/boxart/full_3054801AmericaFrontccc.jpg,9911792993,PC,http://www.vgchartz.com/game/222096/shadows-awakening/?region=All
14567.0,Yomawari: Midnight Shadows,Action,M,NIS America,Nippon Ichi Software,,,,0.02,,0.04,0.0,2017.0,30th Jun 18,1.0,,/games/boxart/full_8634784AmericaFrontccc.jpg,7519285530,PS4,http://www.vgchartz.com/game/199847/yomawari-midnight-shadows/?region=All
16893.0,Yomawari: Midnight Shadows,Action,M,NIS America,Nippon Ichi Software,,,,,0.0,0.03,0.0,2017.0,30th Jun 18,1.0,,/games/boxart/full_1290412PALFrontccc.jpg,6041865673,PSV,http://www.vgchartz.com/game/199848/yomawari-midnight-shadows/?region=All
14572.0,Metal Max 4: Gekkou no Diva,Role-Playing,,Kadokawa Shoten,Cattle Call,,,,,,0.06,,2013.0,24th Mar 18,1.0,,/games/boxart/full_3603075JapanFrontccc.jpg,2661889138,3DS,http://www.vgchartz.com/game/75228/metal-max-4-gekkou-no-diva/?region=All
14585.0,Atari Flashback Classics: Volume 2,Misc,E,Atari,Atari,,,,0.05,,,0.01,2016.0,27th Jun 18,1.0,,/games/boxart/full_194351AmericaFrontccc.jpg,4073742425,PS4,http://www.vgchartz.com/game/115632/atari-flashback-classics-volume-2/?region=All
14764.0,Atari Flashback Classics: Volume 2,Misc,E,Atari,Atari,,,,0.05,,,0.01,2016.0,27th Jun 18,1.0,,/games/boxart/full_8351740AmericaFrontccc.jpg,2433326594,XOne,http://www.vgchartz.com/game/115636/atari-flashback-classics-volume-2/?region=All
14605.0,Tokyo Ghoul: Jail,Role-Playing,,Namco Bandai Games,Bandai Namco Games,,,,,,0.06,,2015.0,22nd Sep 18,1.0,,/games/boxart/full_1728203JapanFrontccc.jpg,2717368023,PSV,http://www.vgchartz.com/game/85955/tokyo-ghoul-jail/?region=All
14608.0,Azure Striker Gunvolt: Striker Pack,Action,T,Nighthawk Interactive,Inti Creates,,,,0.03,0.01,0.01,0.0,2017.0,11th Jan 18,1.0,,/games/boxart/full_2669690AmericaFrontccc.jpg,3128683657,NS,http://www.vgchartz.com/game/198832/azure-striker-gunvolt-striker-pack/?region=All
16914.0,Azure Striker Gunvolt: Striker Pack,Action,T,Yacht Club Games,Inti Creates,,,,,,0.03,,2016.0,26th Apr 18,1.0,,/games/boxart/full_7534638AmericaFrontccc.jpg,3204022152,3DS,http://www.vgchartz.com/game/131947/azure-striker-gunvolt-striker-pack/?region=All
14614.0,Outcast: Second Contact,Adventure,T,Maximum Games,Bigben Interactive,,,,0.05,,,0.01,2017.0,12th Sep 18,1.0,,/games/boxart/full_360340AmericaFrontccc.jpg,8993818655,PS4,http://www.vgchartz.com/game/206311/outcast-second-contact/?region=All
54487.0,Outcast: Second Contact,Action,,Bigben Interactive,Unknown,,,,,,,,2017.0,,1.0,,/games/boxart/full_3075127AmericaFrontccc.jpeg,5612626580,PC,http://www.vgchartz.com/game/206310/outcast-second-contact/?region=All
54488.0,Outcast: Second Contact,Adventure,,Bigben Interactive,Bigben Interactive,,,,,,,,2017.0,12th Sep 18,1.0,,/games/boxart/full_9132244PALFrontccc.jpg,4451340166,XOne,http://www.vgchartz.com/game/206312/outcast-second-contact/?region=All
14632.0,Cardfight!! Vanguard G: Stride to Victory!!,Strategy,,FuRyu Corporation,FuRyu,,,,,,0.06,,2016.0,04th Aug 18,1.0,,/games/boxart/full_5975244JapanFrontccc.jpg,4358732980,3DS,http://www.vgchartz.com/game/86417/cardfight-vanguard-g-stride-to-victory/?region=All
14689.0,Nobunaga's Ambition: Sphere of Influence,Strategy,,Tecmo Koei,Koei,,,,,,0.06,,2014.0,29th Dec 18,1.0,,/games/boxart/full_7648148JapanFrontccc.jpg,1994103512,PSV,http://www.vgchartz.com/game/82823/nobunagas-ambition-sphere-of-influence/?region=All
15034.0,Nobunaga's Ambition: Sphere of Influence,Strategy,T,Tecmo Koei,Koei,,,,0.04,,,0.01,2015.0,29th Dec 18,1.0,,/games/boxart/full_6610402AmericaFrontccc.jpg,1531741158,PS4,http://www.vgchartz.com/game/79575/nobunagas-ambition-sphere-of-influence/?region=All
39674.0,Nobunaga's Ambition: Sphere of Influence,Strategy,T,Tecmo Koei,Koei,,,,,,,,2015.0,29th Dec 18,1.0,,/games/boxart/full_2596526JapanFrontccc.jpg,8668195994,PC,http://www.vgchartz.com/game/79576/nobunagas-ambition-sphere-of-influence/?region=All
39675.0,Nobunaga's Ambition: Sphere of Influence,Strategy,T,Tecmo Koei,Koei,,,,,,,,2015.0,29th Dec 18,1.0,,/games/boxart/full_510759JapanFrontccc.jpg,5321224310,PS3,http://www.vgchartz.com/game/79577/nobunagas-ambition-sphere-of-influence/?region=All
14691.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.05,,0.01,2015.0,24th Apr 18,1.0,,/games/boxart/full_6434790PALFrontccc.jpg,7123787819,PS4,http://www.vgchartz.com/game/86180/handball-16/?region=All
16721.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.03,,0.0,2015.0,24th Apr 18,1.0,,/games/boxart/full_5449512PALFrontccc.jpg,1369509898,PS3,http://www.vgchartz.com/game/86181/handball-16/?region=All
19303.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.01,,0.0,2015.0,24th Apr 18,1.0,,/games/boxart/full_7288832PALFrontccc.jpg,1465105345,PC,http://www.vgchartz.com/game/86182/handball-16/?region=All
19665.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.01,,0.0,2015.0,24th Apr 18,1.0,,/games/boxart/full_95865PALFrontccc.jpg,3232790006,X360,http://www.vgchartz.com/game/86178/handball-16/?region=All
19957.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.0,,0.0,2015.0,24th Apr 18,1.0,,/games/boxart/full_4264354PALFrontccc.jpg,7761428657,XOne,http://www.vgchartz.com/game/86177/handball-16/?region=All
20054.0,Handball 16,Sports,,Bigben Interactive,EKO Software,,,,,0.0,,0.0,2015.0,24th Apr 18,1.0,,/games/boxart/full_9055903PALFrontccc.jpg,2279785900,PSV,http://www.vgchartz.com/game/86179/handball-16/?region=All
14692.0,Monster High: New Ghoul in School,Action,E,Little Orbit,Torus Games,,,,,0.05,,0.0,2015.0,19th Jan 19,1.0,,/games/boxart/full_6325860AmericaFrontccc.jpg,7670768063,3DS,http://www.vgchartz.com/game/86271/monster-high-new-ghoul-in-school/?region=All
15638.0,Monster High: New Ghoul in School,Action,E,Little Orbit,Torus Games,,,,,0.04,,0.01,2015.0,19th Jan 19,1.0,,/games/boxart/full_3657786AmericaFrontccc.jpg,1068085284,PS3,http://www.vgchartz.com/game/86267/monster-high-new-ghoul-in-school/?region=All
16966.0,Monster High: New Ghoul in School,Action,E,Little Orbit,Torus Games,,,,,0.03,,0.0,2015.0,19th Jan 19,1.0,,/games/boxart/full_3037874AmericaFrontccc.jpg,7696819879,X360,http://www.vgchartz.com/game/86270/monster-high-new-ghoul-in-school/?region=All
18914.0,Monster High: New Ghoul in School,Action,E,Little Orbit,Torus Games,,,,,0.01,,0.0,2015.0,19th Jan 19,1.0,,/games/boxart/full_5470187AmericaFrontccc.jpg,8227854950,Wii,http://www.vgchartz.com/game/86268/monster-high-new-ghoul-in-school/?region=All
20145.0,Monster High: New Ghoul in School,Action,E,Little Orbit,Torus Games,,,,,0.0,,0.0,2015.0,19th Jan 19,1.0,,/games/boxart/full_1718688AmericaFrontccc.jpg,5988324539,WiiU,http://www.vgchartz.com/game/86269/monster-high-new-ghoul-in-school/?region=All
14694.0,Refrain no Chika Meikyuu to Majo no Ryodan,Role-Playing,,Nippon Ichi Software,Nippon Ichi Software,,,,,,0.06,,2016.0,22nd Sep 18,1.0,,/games/boxart/full_7608424JapanFrontccc.jpg,7417004816,PSV,http://www.vgchartz.com/game/121120/refrain-no-chika-meikyuu-to-majo-no-ryodan/?region=All
14695.0,Extinction,Action,M,Maximum Games,Iron Galaxy,,,,0.05,,,0.01,2018.0,01st Feb 18,1.0,,/games/boxart/full_4448628AmericaFrontccc.jpg,7721636986,PS4,http://www.vgchartz.com/game/179410/extinction/?region=All
15188.0,Extinction,Action,M,Maximum Games,Iron Galaxy,,,,0.04,,,0.01,2018.0,01st Feb 18,1.0,,/games/boxart/full_1806056AmericaFrontccc.jpg,7034452402,XOne,http://www.vgchartz.com/game/179409/extinction/?region=All
30219.0,Extinction,Action,M,Maximum Games,Iron Galaxy,,,,,,,,2018.0,01st Feb 18,1.0,,/games/boxart/full_8437650AmericaFrontccc.jpg,6632664329,PC,http://www.vgchartz.com/game/179411/extinction/?region=All
14696.0,Etrian Mystery Dungeon 2,Role-Playing,,Atlus,Atlus,,,,,,0.06,,2017.0,14th Jan 18,1.0,,/games/boxart/full_8748890JapanFrontccc.jpg,1403020766,3DS,http://www.vgchartz.com/game/202959/etrian-mystery-dungeon-2/?region=All
14699.0,Gintama Ranbu,Action,,Bandai Namco Games,Bandai Namco Games,,,,,,0.06,,2018.0,24th Jan 18,1.0,,/games/boxart/full_6772228JapanFrontccc.jpg,7629300529,PS4,http://www.vgchartz.com/game/220891/gintama-ranbu/?region=All
16100.0,Gintama Ranbu,Action,,Namco Bandai Games,Bandai Namco Games,,,,,,0.04,,2018.0,24th Jan 18,1.0,,/games/boxart/full_8927985JapanFrontccc.jpg,2888423607,PSV,http://www.vgchartz.com/game/220892/gintama-ranbu/?region=All
14710.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.05,,0.01,2015.0,19th Apr 18,1.0,,/games/boxart/full_5778385PALFrontccc.jpg,4002514849,PS4,http://www.vgchartz.com/game/86109/rugby-world-cup-2015/?region=All
14716.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.05,,0.01,2015.0,19th Apr 18,1.0,,/games/boxart/full_9996484PALFrontccc.jpg,3208372902,PS3,http://www.vgchartz.com/game/86106/rugby-world-cup-2015/?region=All
16593.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.03,,0.0,2015.0,19th Apr 18,1.0,,/games/boxart/full_9198139PALFrontccc.jpg,2003782903,X360,http://www.vgchartz.com/game/86105/rugby-world-cup-2015/?region=All
17537.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.02,,0.0,2015.0,19th Apr 18,1.0,,/games/boxart/full_1061563PALFrontccc.jpg,1608597522,XOne,http://www.vgchartz.com/game/86107/rugby-world-cup-2015/?region=All
18356.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.01,,0.0,2015.0,19th Apr 18,1.0,,/games/boxart/full_3270024PALFrontccc.jpg,6969752056,PSV,http://www.vgchartz.com/game/86108/rugby-world-cup-2015/?region=All
18941.0,Rugby World Cup 2015,Sports,,Big Ben Interactive,HB Studios,,,,,0.01,,0.0,2015.0,19th Apr 18,1.0,,/games/boxart/full_5246749PALFrontccc.jpg,8316399983,PC,http://www.vgchartz.com/game/86110/rugby-world-cup-2015/?region=All
14715.0,One Piece: Pirate Warriors 3 - Deluxe Edition,Action,T,Bandai Namco Entertainment,Omega Force,,8.5,,,0.01,0.05,0.0,2018.0,20th Feb 19,1.0,,/games/boxart/full_6609360JapanFrontccc.png,6327250098,NS,http://www.vgchartz.com/game/220566/one-piece-pirate-warriors-3-deluxe-edition/?region=All
14721.0,King's Quest: The Complete Collection,Adventure,E10,Activision,The Odd Gentlemen,,,,0.05,,,0.01,2016.0,18th Dec 18,1.0,,/games/boxart/full_4993554AmericaFrontccc.jpg,9495355528,PS4,http://www.vgchartz.com/game/141656/kings-quest-the-complete-collection/?region=All
15403.0,King's Quest: The Complete Collection,Adventure,E10,Activision,The Odd Gentlemen,,,,0.04,,,0.01,2016.0,18th Dec 18,1.0,,/games/boxart/full_4704169AmericaFrontccc.jpg,2080643555,XOne,http://www.vgchartz.com/game/141655/kings-quest-the-complete-collection/?region=All
16458.0,King's Quest: The Complete Collection,Adventure,E10,Activision,The Odd Gentlemen,,,,0.03,,,0.0,2016.0,18th Dec 18,1.0,,/games/boxart/full_7036410AmericaFrontccc.jpg,1308966167,X360,http://www.vgchartz.com/game/144666/kings-quest-the-complete-collection/?region=All
54047.0,King's Quest: The Complete Collection,Adventure,E10,Sierra Entertainment,The Odd Gentlemen,,,,,,,,2015.0,18th Dec 18,1.0,,/games/boxart/full_5953654AmericaFrontccc.jpg,6763677902,PS3,http://www.vgchartz.com/game/223208/kings-quest-the-complete-collection/?region=All
14723.0,Sine Mora EX,Action,M,THQ Nordic,Digital Reality,,,,0.03,0.01,,0.01,2017.0,15th Aug 18,1.0,,/games/boxart/full_8434540AmericaFrontccc.png,3530661413,PS4,http://www.vgchartz.com/game/178957/sine-mora-ex/?region=All
15762.0,Sine Mora EX,Action,M,THQ Nordic,Digital Reality,,8.0,,,0.04,,0.0,2017.0,15th Aug 18,1.0,,/games/boxart/full_6562379AmericaFrontccc.jpg,7511215128,NS,http://www.vgchartz.com/game/178955/sine-mora-ex/?region=All
16268.0,Sine Mora EX,Action,M,THQ Nordic,Digital Reality,,,,0.03,,,0.0,2017.0,15th Aug 18,1.0,,/games/boxart/full_2176069AmericaFrontccc.jpg,3789409464,XOne,http://www.vgchartz.com/game/178956/sine-mora-ex/?region=All
14737.0,Bullet Girls 2,Shooter,,D3Publisher,Shade,,,,,,0.06,,2016.0,22nd Sep 18,1.0,,/games/boxart/full_7532861JapanFrontccc.png,5199197795,PSV,http://www.vgchartz.com/game/106718/bullet-girls-2/?region=All
14738.0,All Kamen Rider: Rider Revolution,Action,,Bandai Namco Games,Bandai Namco Games,,,,,,0.06,,2016.0,06th Aug 18,1.0,,/games/boxart/full_9387446JapanFrontccc.jpg,5782496044,3DS,http://www.vgchartz.com/game/149742/all-kamen-rider-rider-revolution/?region=All
14741.0,Ride to Hell,Racing,,Deep Silver,Deep Silver,,,,0.04,0.01,,0.01,2013.0,,1.0,,/games/boxart/default.jpg,2906917868,X360,http://www.vgchartz.com/game/32717/ride-to-hell/?region=All
15623.0,Ride to Hell,Racing,RP,Deep Silver,Deep Silver,,,,0.02,0.02,,0.01,2013.0,,1.0,,/games/boxart/default.jpg,3329173895,PS3,http://www.vgchartz.com/game/32872/ride-to-hell/?region=All
14745.0,Gintama no Sugoroku,Misc,,Namco Bandai Games,Bandai Namco Games,,,,,,0.06,,2013.0,03rd Jan 19,1.0,,/games/boxart/full_2724630JapanFrontccc.jpg,4183715732,PSP,http://www.vgchartz.com/game/71477/gintama-no-sugoroku/?region=All
14747.0,Gal Gun: Double Peace,Action,M,PQube,Inti Creates,,,,,0.03,0.01,0.01,2016.0,04th Mar 18,1.0,,/games/boxart/full_6723169AmericaFrontccc.jpg,6494613898,PSV,http://www.vgchartz.com/game/85836/gal-gun-double-peace/?region=All
19396.0,Gal Gun: Double Peace,Action,M,PQube,Inti Creates,,,,,,0.01,,2016.0,04th May 18,1.0,,/games/boxart/full_233353AmericaFrontccc.jpg,1114527263,PS4,http://www.vgchartz.com/game/85835/gal-gun-double-peace/?region=All
53736.0,Gal Gun: Double Peace,Shooter,,PQube,Inti Creates,,,,,,,,2016.0,28th Apr 18,1.0,,/games/boxart/default.jpg,8016314723,PC,http://www.vgchartz.com/game/221936/gal-gun-double-peace/?region=All
14756.0,Nobunaga?s Ambition: Sphere of Influence ? Ascension,Strategy,,Tecmo Koei,Koei Tecmo Games,,,,,,0.06,,2016.0,30th Jul 18,1.0,,/games/boxart/full_2416163JapanFrontccc.jpg,6406846392,PSV,http://www.vgchartz.com/game/99813/nobunagas-ambition-sphere-of-influence-ascension/?region=All
15070.0,Nobunaga?s Ambition: Sphere of Influence ? Ascension,Strategy,,Tecmo Koei,Koei Tecmo Games,,,,,,0.05,,2016.0,30th Jul 18,1.0,,/games/boxart/full_4969933JapanFrontccc.jpg,5340498952,PS3,http://www.vgchartz.com/game/99814/nobunagas-ambition-sphere-of-influence-ascension/?region=All
39676.0,Nobunaga?s Ambition: Sphere of Influence ? Ascension,Strategy,T,Tecmo Koei,Koei Tecmo Games,,,,,,,,2016.0,30th Jul 18,1.0,,/games/boxart/full_4395409JapanFrontccc.jpg,3918485389,PC,http://www.vgchartz.com/game/137641/nobunagas-ambition-sphere-of-influence-ascension/?region=All
14757.0,Party Arcade,Party,,Planet Entertainment,Solutions 2 Go,,,,0.05,,,0.01,2018.0,15th Aug 18,1.0,,/games/boxart/full_9550204AmericaFrontccc.jpg,7472652255,NS,http://www.vgchartz.com/game/222634/party-arcade/?region=All
14777.0,Atari Flashback Classics: Volume 3,Misc,,Funbox Media,Atari,,,,0.05,,,0.01,2018.0,27th Oct 18,1.0,,/games/boxart/full_212579PALFrontccc.jpg,6621974155,PS4,http://www.vgchartz.com/game/222975/atari-flashback-classics-volume-3/?region=All
15425.0,Atari Flashback Classics: Volume 3,Misc,,Funbox Media,Atari,,,,0.04,,,0.01,2018.0,27th Oct 18,1.0,,/games/boxart/full_8345609PALFrontccc.jpg,6687286916,XOne,http://www.vgchartz.com/game/222976/atari-flashback-classics-volume-3/?region=All
14789.0,The End is Nigh,Platform,M,Nicalis,Edmund McMillen,,,,0.05,,,0.01,2017.0,28th Jan 18,1.0,,/games/boxart/full_3735033AmericaFrontccc.png,3214703270,NS,http://www.vgchartz.com/game/210250/the-end-is-nigh/?region=All
14804.0,Tiny Barbarian DX,Action,E10,Nicalis,Unknown,,,,0.05,,,0.01,2017.0,20th Feb 19,1.0,,/games/boxart/full_2175340AmericaFrontccc.jpg,5138432783,NS,http://www.vgchartz.com/game/202281/tiny-barbarian-dx/?region=All
49224.0,Tiny Barbarian DX,Misc,,Unknown,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,1389931775,PC,http://www.vgchartz.com/game/81459/tiny-barbarian-dx/?region=All
14826.0,Kyoukai Senjou no Horizon Portable,Visual Novel,,Kadokawa Shoten,Tenky,,,,,,0.05,,2013.0,05th Jan 19,1.0,,/games/boxart/full_1399936JapanFrontccc.jpg,7865122020,PSP,http://www.vgchartz.com/game/72147/kyoukai-senjou-no-horizon-portable/?region=All
14828.0,Disaster Report 4 Plus: Summer Memories,Action-Adventure,,Granzella,Granzella,,,,,,0.05,,2018.0,19th Dec 18,1.0,,/games/boxart/full_5683622JapanFrontccc.jpg,7126703232,PS4,http://www.vgchartz.com/game/223225/disaster-report-4-plus-summer-memories/?region=All
14847.0,Winning Post World 8,Sports,,Tecmo Koei,Koei Tecmo Games,,,,,,0.05,,2014.0,05th Jan 19,1.0,,/games/boxart/full_8915051JapanFrontccc.jpg,3403434804,PS3,http://www.vgchartz.com/game/80009/winning-post-world-8/?region=All
15984.0,Winning Post World 8,Sports,,Tecmo Koei,Koei Tecmo Games,,,,,,0.04,,2014.0,05th Jan 19,1.0,,/games/boxart/full_8085958JapanFrontccc.jpg,6948377267,PSV,http://www.vgchartz.com/game/80008/winning-post-world-8/?region=All
51390.0,Winning Post World 8,Sports,,Tecmo Koei,Koei Tecmo Games,,,,,,,,2014.0,05th Jan 19,1.0,,/games/boxart/full_9182474JapanFrontccc.jpg,1322396449,PC,http://www.vgchartz.com/game/80011/winning-post-world-8/?region=All
14858.0,Hyperdimension Neptunia Re;Birth2: Sisters Generation,Role-Playing,T,Idea Factory International,Felistella,,,,0.03,0.01,,0.01,2015.0,03rd Dec 18,1.0,,/games/boxart/full_2914469AmericaFrontccc.jpg,9019200080,PSV,http://www.vgchartz.com/game/85401/hyperdimension-neptunia-rebirth2-sisters-generation/?region=All
15483.0,Hyperdimension Neptunia Re;Birth2: Sisters Generation,Role-Playing,T,Compile Heart,Felistella,,,,,,0.05,,2014.0,03rd Dec 18,1.0,,/games/boxart/full_8090838AmericaFrontccc.jpg,1350658004,PSV,http://www.vgchartz.com/game/79665/hyperdimension-neptunia-rebirth2-sisters-generation/?region=All
14874.0,The Sims 4 Seasons,Simulation,,Electronic Arts,EA,,,,,0.05,,0.0,2018.0,26th May 18,1.0,,/games/boxart/full_1040159PALFrontccc.jpg,2629113767,PC,http://www.vgchartz.com/game/222014/the-sims-4-seasons/?region=All
14895.0,Baja: Edge of Control HD,Racing,E,THQ Nordic,2XL Games,,,,0.05,,,0.01,2017.0,29th Jun 18,1.0,,/games/boxart/full_9087950AmericaFrontccc.jpg,7705275179,XOne,http://www.vgchartz.com/game/203186/baja-edge-of-control-hd/?region=All
17009.0,Baja: Edge of Control HD,Racing,E,THQ Nordic,2XL Games,,,,0.02,,,0.01,2017.0,29th Jun 18,1.0,,/games/boxart/full_707014AmericaFrontccc.jpg,9346398871,PS4,http://www.vgchartz.com/game/203188/baja-edge-of-control-hd/?region=All
53055.0,Baja: Edge of Control HD,Racing,E,THQ Nordic,2XL Games,,,,,,,,2017.0,29th Jun 18,1.0,,/games/boxart/full_6402252PALFrontccc.jpg,2279506415,PC,http://www.vgchartz.com/game/203187/baja-edge-of-control-hd/?region=All
14905.0,Doraemon: Shin Nobita no Nihon Tanjou,Misc,,FuRyu Corporation,Unknown,,,,,,0.05,,2016.0,,1.0,,/games/boxart/full_6938248JapanFrontccc.jpg,5972243347,3DS,http://www.vgchartz.com/game/94669/doraemon-shin-nobita-no-nihon-tanjou/?region=All
14911.0,Demon Gaze 2,Role-Playing,,NIS America,Experience Inc.,,,,0.01,0.0,0.04,0.0,2017.0,,1.0,,/games/boxart/full_5180111PALFrontccc.jpg,1837171014,PSV,http://www.vgchartz.com/game/83432/demon-gaze-2/?region=All
15067.0,Demon Gaze 2,Role-Playing,,NIS America,Experience Inc.,,,,0.04,,,0.01,2017.0,,1.0,,/games/boxart/full_9797892AmericaFrontccc.jpg,5169750192,PS4,http://www.vgchartz.com/game/212043/demon-gaze-2/?region=All
14914.0,Haikyu!! Cross Team Match!,Action,,Bandai Namco Games,Bandai Namco Games,,,,,,0.05,,2016.0,06th Aug 18,1.0,,/games/boxart/full_6144819JapanFrontccc.jpg,5087607880,3DS,http://www.vgchartz.com/game/94666/haikyu-cross-team-match/?region=All
14918.0,Black Mirror,Adventure,M,THQ Nordic,KING Art Games,,,,0.04,,,0.01,2017.0,20th Aug 18,1.0,,/games/boxart/full_7433314AmericaFrontccc.jpg,8567310202,PS4,http://www.vgchartz.com/game/197163/black-mirror/?region=All
16541.0,Black Mirror,Adventure,M,THQ Nordic,KING Art Games,,,,0.03,,,0.0,2017.0,20th Aug 18,1.0,,/games/boxart/full_6424952AmericaFrontccc.jpg,9156516136,XOne,http://www.vgchartz.com/game/197164/black-mirror/?region=All
24660.0,Black Mirror,Adventure,M,THQ Nordic,KING Art Games,,,,,,,,2017.0,20th Aug 18,1.0,,/games/boxart/full_3507660PALFrontccc.jpg,4097013590,PC,http://www.vgchartz.com/game/197165/black-mirror/?region=All
14919.0,Pretty Cure All Stars Everyone Gather? Let's Dance!,Music,,Namco Bandai Games,Bandai Namco Games,,,,,,0.05,,2013.0,03rd Jan 19,1.0,,/games/boxart/full_4818705JapanFrontccc.jpg,4254501210,Wii,http://www.vgchartz.com/game/71946/pretty-cure-all-stars-everyone-gather-lets-dance/?region=All
14923.0,Zyuden Sentai Kyoryuger: Game on Gaburincho,Action,,Namco Bandai Games,Bandai Namco Games,,,,,,0.05,,2013.0,05th Jan 19,1.0,,/games/boxart/full_2882876JapanFrontccc.jpg,5725402098,3DS,http://www.vgchartz.com/game/75301/zyuden-sentai-kyoryuger-game-on-gaburincho/?region=All
14930.0,Touhou Genso Wanderer,Action,T,NIS America,AQUA STYLE,,,,0.04,,,0.01,2017.0,18th Sep 18,1.0,,/games/boxart/full_5016871AmericaFrontccc.jpg,2939192903,PS4,http://www.vgchartz.com/game/158291/touhou-genso-wanderer/?region=All
14937.0,Zone of the Enders HD Edition,Simulation,,Konami,High Voltage Software,,,,,,0.05,,2013.0,12th Sep 18,1.0,,/games/boxart/full_4198394AmericaFrontccc.jpg,5128347479,PS3,http://www.vgchartz.com/game/71130/zone-of-the-enders-hd-edition/?region=All
14956.0,Arcania: Gothic 4,Role-Playing,,Nordic Games,Spellbound Entertainment AG,,,,0.04,,,0.01,2015.0,,1.0,,/games/boxart/full_7947204AmericaFrontccc.jpg,6891214684,PS4,http://www.vgchartz.com/game/85537/arcania-gothic-4/?region=All
21107.0,Arcania: Gothic 4,Role-Playing,T,JoWood Productions,Spellbound Entertainment AG,,,,,0.0,,0.0,2013.0,,1.0,,/games/boxart/full_6063154AmericaFrontccc.jpg,7514168352,PS3,http://www.vgchartz.com/game/35163/arcania-gothic-4/?region=All
14959.0,Sega 3D Classics Collection,Misc,E10,Sega,M2,,7.0,,0.05,,,0.01,2016.0,11th Jan 19,1.0,,/games/boxart/full_369200AmericaFrontccc.jpg,8829235201,3DS,http://www.vgchartz.com/game/45850/sega-3d-classics-collection/?region=All
